Ort;Plz;Bundesland
Köln;50767;NW
Köln;50769;NW
Köln;50823;NW
Köln;50825;NW
Köln;50827;NW
Köln;50829;NW
Köln;50858;NW
Köln;50859;NW
Köln;50931;NW
Köln;50933;NW
Köln;50935;NW
Köln;50937;NW
Köln;50939;NW
Köln;50968;NW
Köln;50969;NW
Köln;50996;NW
Köln;50997;NW
Köln;50999;NW
Köln;51061;NW
Köln;51063;NW
Köln;51065;NW
Köln;51067;NW
Köln;51069;NW
Köln;51103;NW
Köln;51105;NW
Köln;51107;NW
Köln;51109;NW
Köln;51143;NW
Köln;51145;NW
Köln;51147;NW
Köln;51149;NW
Köln;51467;NW
Kölnische Höfe;56767;RP
Kolochau;4936;BB
Kolpin;15518;BB
Kolrep;16866;BB
Kölsa;4895;BB
Koltzschen;9326;SN
Kolverath;56767;RP
Kölzin;17506;MV
Kölzin;19246;MV
Kommen;54472;RP
Komptendorf;3058;BB
Konau;19273;NI
Könderitz;6712;ST
Köngen;73257;BW
Köngernheim;55278;RP
Königerode;6493;ST
Königheim;97953;BW
Königreich;66851;RP
Königs Wusterhausen;15711;BB
Königsau;55606;RP
Königsbach-Stein;75203;BW
Königsberg;16909;BB
Königsberg;97486;BY
Königsborn;39175;ST
Königsbronn;89551;BW
Königsbrück;1936;SN
Königsbrunn;86343;BY
Königsdorf;82549;BY
Königsee;7426;TH
Königseggwald;88376;BW
Königsfeld;9306;SN
Königsfeld;53426;RP
Königsfeld;78126;BW
Königsfeld;96167;BY
Königshain;2829;SN
Königshain-Wiederau;9306;SN
Königsheim;78598;BW
Königshof;16269;BB
Königshorst;16833;BB
Königshügel;24799;SH
Königshütte;14715;BB
Königshütte;38875;ST
Königslutter;38154;NI
Königsmark;39606;ST
Königsmoor;21255;NI
Königsmoos;86669;BY
Königstein;1824;SN
Königstein;61462;HE
Königstein;92281;BY
Königswalde;8412;SN
Königswalde;9471;SN
Königswartha;2699;SN
Königswill;24837;SH
Königswinter;53639;NW
Könitz;7336;TH
Konken;66871;RP
Könkendorf;16928;BB
Könnern;6420;ST
Konnersreuth;95692;BY
Könnigde;39629;ST
Konow;18239;MV
Konradsmühle;66917;RP
Konradsreuth;95176;BY
Konstanz;78462;BW
Konstanz;78464;BW
Konstanz;78465;BW
Konstanz;78467;BW
Konz;54329;RP
Konzell;94357;BY
Köpernitz;14793;BB
Köpfelsberg;83329;BY
Kopitzsch;7819;TH
Kopp;54574;RP
Koppatz;3058;BB
Köppelmühle;85570;BY
Koppenbrück;16845;BB
Koppenkreut;73577;BW
Korb;71404;BW
Körba;4936;BB
Korbach;34497;HE
Körbelitz;39175;ST
Korbetha;6258;ST
Körbitz;14913;BB
Körborn;66871;RP
Korbußen;7554;TH
Körchow;18230;MV
Körchow;19243;MV
Kordel;54306;RP
Kördorf;56370;RP
Korgau;6905;ST
Körle;34327;HE
Korleput;18299;MV
Korlingen;54317;RP
Kornbach;8539;SN
Körner;99998;TH
Korntal-Münchingen;70825;BW
Kornwestheim;70806;BW
Körperich;54675;RP
Korschenbroich;41352;NW
Korswandt;17419;MV
Korweiler;56288;RP
Körzin;14547;BB
Kösching;85092;BY
Köschinger Waldhaus;85092;BY
Kosel;2923;SN
Kosel;24354;SH
Köselitz;6869;ST
Koserow;17459;MV
Köshof;73642;BW
Kosilenzien;4931;BB
Kösnitz;99510;TH
Kospoda;7806;TH
Kossa;4849;SN
Kossau;7422;TH
Koßdorf;4895;BB
Kossebau;39606;ST
Kossenblatt;15848;BB
Kossin;14913;BB
Kößlarn;94149;BY
Koßwig;3226;BB
Kostebrau;1979;BB
Kotelow;17099;MV
Köthel Kr Hzgt Lauenburg;22929;SH
Köthel Kr Stormarn;22929;SH
Köthen;6366;ST
Kötschau;99441;TH
Kötschlitz;6254;ST
Kottenborn;53518;RP
Kottenbornermühle;53518;RP
Kottenheim;56736;RP
Kötterichen;56767;RP
Kottgeisering;82288;BY
Kottweiler-Schwanden;66879;RP
Köttwitzsch;9306;SN
Kötz;89359;BY
Kotzen;14715;BB
Kotzenbüll;25832;SH
Kötzlin;16866;BB
Kötzschau;6231;ST
Kötzting;93444;BY
Köwerich;54340;RP
Koxhausen;54673;RP
Kraak;19077;MV
Kraam;57635;RP
Kraatz;17291;BB
Kraatz-Buberow;16775;BB
Krachtsheide;15864;BB
Krackow;17329;MV
Kradenbach;54552;RP
Kraftisried;87647;BY
Kraftsdorf;7586;TH
Kragelund;24407;SH
Krähenberg;66894;RP
Krahne;14778;BB
Krahnepuhl;14798;BB
Kraiburg;84559;BY
Kraichtal;76703;BW
Krailling;82152;BY
Krainwinkl;83364;BY
Kraja;99752;TH
Krakow;18292;MV
Krambergsmühle;57644;RP
Kramerhof;18445;MV
Krampfer;19348;BB
Krampnitz;14476;BB
Kranenburg;21726;NI
Kranenburg;47559;NW
Kranepuhl;14806;BB
Krangen;16827;BB
Kranichborn;99195;TH
Kranichfeld;99448;TH
Krankenthal;67466;RP
Kranlucken;36419;TH
Kranzbach;82493;BY
Kranzberg;85402;BY
Kränzlin;16818;BB
Krassow;23992;MV
Krastel;56288;RP
Kratzeburg;17237;MV
Kratzenburg;56283;RP
Kratzerhöfle;73072;BW
Krauchenwies;72505;BW
Kraupa;4910;BB
Krauschütz;1561;SN
Krauschwitz;2957;SN
Krauschwitz;6682;ST
Krausnick;15910;BB
Kraußnitz;1561;SN
Krautenberg;87724;BY
Krauthausen;99819;TH
Krautheim;74238;BW
Krautheim;99439;TH
Krautscheid;54673;RP
Kreba-Neudorf;2906;SN
Krebeck;37434;NI
Kreblitz;15926;BB
Krebsbach Talsperre;7973;TH
Krefeld;47798;NW
Krefeld;47799;NW
Krefeld;47800;NW
Krefeld;47802;NW
Krefeld;47803;NW
Krefeld;47804;NW
Krefeld;47805;NW
Krefeld;47807;NW
Krefeld;47809;NW
Krefeld;47829;NW
Krefeld;47839;NW
Kreien;19386;MV
Kreiensen;37547;NI
Kreimbach-Kaulbach;67757;RP
Kreischa;1731;SN
Kreißa;1623;SN
Krelau;25878;SH
Krelinger Bruch;29693;NI
Krembz;19205;MV
Kremkau;39624;ST
Kremmen;16766;BB
Kremmin;19300;MV
Krempdorf;25376;SH
Krempe;25361;SH
Krempel;25774;SH
Krempendorf;16945;BB
Kremperheide;25569;SH
Krempermoor;25569;SH
Krempin;18233;MV
Krems II;23827;SH
Krenzliner Hütte;19288;MV
Kreßberg;74594;BW
Kressbronn;88079;BW
Krettenhof;73116;BW
Kretz;56630;RP
Kretzhaus;53560;RP
Kretzschau;6712;ST
Kreut;82439;BY
Kreuth;83708;BY
Kreuzau;52372;NW
Kreuzbruch;16559;BB
Kreuzburg;19348;BB
Kreuzebra;37351;TH
Kreuzhof;67806;RP
Kreuzpullach;82041;BY
Kreuzquelle;61209;HE
Kreuztal;57223;NW
Kreuzwertheim;97892;BY
Krevese;39606;ST
Krewelin;16775;BB
Kreypau;6231;ST
Kribbe;19357;BB
Krickenbach;67706;RP
Kriebitzsch;4617;TH
Kriebstein;9648;SN
Kriegsfeld;67819;RP
Kriele;14715;BB
Krielow;14550;BB
Krien;17391;MV
Kriesow;17091;MV
Kriftel;65830;HE
Krina;6774;ST
Krinitz;19294;MV
Krippendorf;7751;TH
Kritzenast;93449;BY
Kritzmow;18198;MV
Kritzow;19065;MV
Kritzow;19386;MV
Kritzow;23970;MV
Kröbeln;4924;BB
Krogaspe;24644;SH
Krohnhorst;17268;BB
Krokau;24217;SH
Krölpa;7387;TH
Krombach;37308;TH
Krombach;63829;BY
Kromsdorf;99441;TH
Kronach;96317;BY
Kronau;76709;BW
Kronberg;61476;HE
Kronberg;83546;BY
Kronburg;87758;BY
Kröning;84178;BY
Kronprinzenkoog;25709;SH
Kronsgaard;24395;SH
Kronshagen;24119;SH
Kronsmoor;25597;SH
Kronweiler;55767;RP
Kröpelin;18236;MV
Kropp;24848;SH
Kroppach;57612;RP
Kröppelshagen-Fahrendorf;21529;SH
Kroppen;1945;BB
Kröppen;66957;RP
Kroppenstedt;39397;ST
Kropstädt;6895;ST
Krosigk;6193;ST
Kröslin;17440;MV
Krostitz;4509;SN
Krottelbach;66909;RP
Krottorf;39387;ST
Kröv;54536;RP
Kruchten;54675;RP
Krücklham;83559;BY
Kruckow;17129;MV
Krüden;39615;ST
Kruft;56642;RP
Krugau;15913;BB
Kruge;16259;BB
Krügersdorf;15848;BB
Krugland;18246;MV
Krugsdorf;17309;MV
Krukow;17217;MV
Krukow;21483;SH
Krumbach;86381;BY
Krumhermersdorf;9434;SN
Krummbek;24217;SH
Krümmel;56244;RP
Krummenau;55483;RP
Krummendeich;21732;NI
Krummendiek;25554;SH
Krummennaab;92703;BY
Krummensee;15711;BB
Krummensee;16356;BB
Krummesse;23628;SH
Krummhörn;26736;NI
Krummin;17440;MV
Krummland;24357;SH
Krummwisch;24796;SH
Krumpa;6242;ST
Krumscheid;53547;RP
Krumstedt;25727;SH
Krün;82494;BY
Krunkel;56593;RP
Krusendorf;19273;NI
Krusenfelde;17391;MV
Krusenhagen;23974;MV
Krüssau;39291;ST
Krüzen;21483;SH
Kublank;17349;MV
Kubschütz;2627;SN
Kuchelmiß;18292;MV
Kuchen;73329;BW
Kuckeland;4668;SN
Kuckenburg;6268;ST
Kückenshagen;18317;MV
Kuckuck;16928;BB
Kuddewörde;22958;SH
Kuden;25712;SH
Kudensee;25572;SH
Küdow;16845;BB
Kuhardt;76773;RP
Kühbach;86556;BY
Kuhberg;19322;BB
Kuhbier;16928;BB
Kuhblank;19322;BB
Kühdorf;7980;TH
Kuhfelde;29416;ST
Kuhhorst;16818;BB
Kuhlen;19412;MV
Kuhlenbusch;18317;MV
Kuhlenfeld;19258;MV
Kühlenstein;23948;MV
Kühlenthal;86707;BY
Kühler Morgen;7356;TH
Kuhlhausen;39524;ST
Kuhlhorst;49459;NI
Kuhlowitz;14806;BB
Kuhlrade;19217;MV
Kühlungsborn;18225;MV
Kühndorf;98547;TH
Kühnhaide;9496;SN
Kühnhausen;99189;TH
Kuhnhöfen;56244;RP
Kühnitzsch;4808;SN
Kühren;24211;SH
Kühren-Burkartshain;4808;SN
Kührstedt;27624;NI
Kuhs;18276;MV
Kuhsdorf;16928;BB
Kühsen;23898;SH
Kuhstorf;19230;MV
Kuhwalk;19386;MV
Kükels;23829;SH
Kulkwitz;4420;SN
Küllstedt;37359;TH
Kulmain;95508;BY
Kulmbach;95326;BY
Kulpin;23911;SH
Külsheim;97900;BW
Külz;55471;RP
Kümbdchen;55471;RP
Kumhausen;84036;BY
Kummer;19288;MV
Kummerfeld;25495;SH
Kümmernitz;39539;ST
Kummerow;16306;BB
Kummerow;17139;MV
Kummerow;18442;MV
Kümmersbruck;92245;BY
Kummersdorf;15859;BB
Kummersdorf Gut;15838;BB
Kummersdorf-Alexanderdorf;15806;BB
Kümmritz;15938;BB
Kumpfmühle;82282;BY
Kundert;57629;RP
Kunersdorf;15848;BB
Kunitz;7751;TH
Kunow;16306;BB
Kunow;16866;BB
Kunrau;38486;ST
Kunreuth;91358;BY
Künzell;36093;HE
Künzelsau;74653;BW
Künzing;94550;BY
Kupferberg;95362;BY
Kupferzell;74635;BW
Kuppenheim;76456;BW
Kuppentin;19386;MV
Küps;96328;BY
Kürnach;97273;BY
Kürnbach;75057;BW
Kurort Berggießhübel;1819;SN
Kurort Hartha;1737;SN
Kurort Jonsdorf;2796;SN
Kurort Oberwiesenthal;9484;SN
Kurort Oybin;2797;SN
Kurort Rathen;1824;SN
Kurort Seiffen;9548;SN
Kurort Volkersdorf;1468;SN
Kürten;51515;NW
Kurtscheid;56581;RP
Kurtschlag;16792;BB
Kurzen Trechow;18246;MV
Kurzlipsdorf;14913;BB
Kuschkow;15910;BB
Kusel;66869;RP
Küsel;39291;ST
Kusey;38486;ST
Küssaberg;79790;BW
Kussow;23948;MV
Küsten;29482;NI
Kusterdingen;72127;BW
Küstrin-Kietz;15328;BB
Kutenholz;27449;NI
Kütten;6193;ST
Kutzenhausen;86500;BY
Kützin;19243;MV
Kützkow;14798;BB
Kutzleben;99955;TH
Kyllburg;54655;RP
Kyllburgweiler;54655;RP
Kyritz;16866;BB
Laaber;93164;BY
Laage;18299;MV
Laake;19273;NI
Laar;49824;NI
Laasdorf;7646;TH
Laase;18249;MV
Laasen;7330;TH
Laaslich;19348;BB
Laasow;3205;BB
Laasow;15913;BB
Laatzen;30880;NI
Laave;19273;NI
Labenz;23898;SH
Laberweinting;84082;BY
Laboe;24235;SH
Labrun;6922;ST
Lachen;87760;BY
Lachendorf;29331;NI
Lachnitzmühle;56170;RP
Lachstedt;99518;TH
Lacken;83552;BY
Ladbergen;49549;NW
Ladeburg;16321;BB
Ladeburg;39279;ST
Ladelund;25926;SH
Ladenburg;68526;BW
Ladenthin;17329;MV
Laer;48366;NW
Lage;32791;NW
Lage;49828;NI
Lagendorf;29413;ST
Lägerdorf;25566;SH
Lähden;49774;NI
Lahn;49757;NI
Lahnau;35633;HE
Lahnstein;56112;RP
Lahntal;35094;HE
Lahr;54675;RP
Lahr;56288;RP
Lahr;77933;BW
Lahstedt;31246;NI
Laichingen;89150;BW
Lalendorf;18279;MV
Lalling;94551;BY
Lam;93462;BY
Lambertsberg;54649;RP
Lambertskreuz;67468;RP
Lambrecht;67466;RP
Lambrechtshagen;18069;MV
Lambsborn;66894;RP
Lambsheim;67245;RP
Lamerdingen;86862;BY
Lammershagen;24238;SH
Lampaden;54316;RP
Lampertheim;68623;HE
Lampertswalde;1561;SN
Lamsfeld-Groß Liebitz;15913;BB
Lamspringe;31195;NI
Lamstedt;21769;NI
Lancken;19372;MV
Lancken-Granitz;18586;MV
Landau;76829;RP
Landau;94405;BY
Landeck;79312;BW
Landensberg;89361;BY
Landesbergen;31628;NI
Landgemeinde;6528;ST
Landin;14715;BB
Landin;16278;BB
Landkern;56814;RP
Landkirchen;23769;SH
Ländlerhof;67706;RP
Landolfshausen;37136;NI
Landrecht;25554;SH
Landsberg;6188;ST
Landsberg;86899;BY
Landsberied;82290;BY
Landscheid;54526;RP
Landscheide;25572;SH
Landsendorf;7338;TH
Landshut;84028;BY
Landshut;84030;BY
Landshut;84032;BY
Landshut;84034;BY
Landshut;84036;BY
Landstuhl;66849;RP
Landturm;74532;BW
Landwehr;31087;NI
Landwüst;8258;SN
Langballig;24977;SH
Langdorf;94264;BY
Langebrück;1465;SN
Langeln;25485;SH
Langeln;38871;ST
Langelsheim;38685;NI
Langen;16818;BB
Langen;27607;NI
Langen;49838;NI
Langen;63225;HE
Langen Brütz;19067;MV
Langen Jarchow;19412;MV
Langen Trechow;18246;MV
Langenaltheim;91799;BY
Langenapel;29413;ST
Langenargen;88085;BW
Langenau;9636;SN
Langenau;89129;BW
Langenbach;7919;SN
Langenbach;57520;RP
Langenbach;57537;RP
Langenbach;66909;RP
Langenbach;85416;BY
Langenbach;98667;TH
Langenberg;33449;NW
Langenberg;76744;RP
Langenbernsdorf;8428;SN
Langenbogen;6179;ST
Langenbrettach;74243;BW
Langenburg;74595;BW
Langendorf;6667;ST
Langendorf;6729;ST
Langendorf;29484;NI
Langeneichstädt;6268;ST
Langenenslingen;88515;BW
Langeneß;25863;SH
Langenfeld;40764;NW
Langenfeld;56729;RP
Langenfeld;91474;BY
Langengrassau;15926;BB
Langenhagen;19399;MV
Langenhagen;30851;NI
Langenhagen;30853;NI
Langenhagen;30855;NI
Langenhahn;56459;RP
Langenhain;99880;TH
Langenhalde;73453;BW
Langenhanshagen;18320;MV
Langenhanshagen Heide;18320;MV
Langenheide;19273;MV
Langenhennersdorf;1819;SN
Langenhessen;8439;SN
Langenhorn;25842;SH
Langenhorst;24214;SH
Langenlehsten;21514;SH
Langenleuba-Niederhain;4618;TH
Langenlipsdorf;14913;BB
Langenlonsheim;55450;RP
Langenmosen;86571;BY
Langennaundorf;4938;BB
Langenneufnach;86863;BY
Langenorla;7381;TH
Langenpreising;85465;BY
Langenreichenbach;4889;SN
Langenrieth;4931;BB
Langenroda;6571;TH
Langensalzwedel;39590;ST
Langenscheid;65558;RP
Langenselbold;63505;HE
Langensendelbach;91094;BY
Langenstein;38895;ST
Langensteinbach;4657;SN
Langenstück;23992;MV
Langenthal;55569;RP
Langenweddingen;39171;ST
Langenweißbach;8134;SN
Langenwetzendorf;7957;TH
Langenwolschendorf;7937;TH
Langenzenn;90579;BY
Langeoog;26465;NI
Langerringen;86853;BY
Langerwehe;52379;NW
Langerwisch;14557;BB
Langerwisch Süd;14552;BB
Langethalsmühle;7616;TH
Langewahl;15518;BB
Langewiesen;98704;TH
Langfurth;91731;BY
Langgöns;35428;HE
Langhagen;18279;MV
Langhardt;56746;RP
Langheckerhof;67808;RP
Langhennersdorf;9603;SN
Langlingen;29364;NI
Langnow;16928;BB
Langquaid;84085;BY
Langscheid;56729;RP
Langsdorf;18334;MV
Langstedt;24852;SH
Langsur;54308;RP
Langula;99986;TH
Langwedel;24631;SH
Langwedel;27299;NI
Langweid;86462;BY
Langweiler;55758;RP
Langweiler;67746;RP
Langwieden;66894;RP
Langwiederberg;83512;BY
Langwitz;17139;MV
Lank;19249;MV
Lankau;23881;SH
Lanke;16359;BB
Lansen;17192;MV
Lanz;19309;BB
Lanze;21483;SH
Lapitz;17217;MV
Lappersdorf;93138;BY
Lärz;17248;MV
Lasbek;23847;SH
Lascheid;54597;RP
Lasel;54612;RP
Lassahn;19246;MV
Lassan;17440;MV
Lastrup;49688;NI
Latdorf;6408;ST
Latendorf;24598;SH
Lathen;49762;NI
Laubach;35321;HE
Laubach;56288;RP
Laubach;56759;RP
Lauben;87493;BY
Lauben;87761;BY
Laubenheim;55452;RP
Lauberhof;67319;RP
Laubsdorf;3058;BB
Laubst;3116;BB
Laubusch;2991;SN
Laucha;6636;ST
Laucha;99880;TH
Lauchhammer;1979;BB
Lauchheim;73466;BW
Lauchringen;79787;BW
Lauchröden;99819;TH
Lauda-Königshofen;97922;BW
Laudenbach;63925;BY
Laudenbach;69514;BW
Laudert;56291;RP
Lauen;23923;MV
Lauenau;31867;NI
Lauenbrück;27389;NI
Lauenburg;21481;SH
Lauenförde;37697;NI
Lauenhagen;31714;NI
Lauenstein;1778;SN
Lauf;77886;BW
Lauf;91207;BY
Laufach;63846;BY
Laufeld;54533;RP
Laufen;83410;BY
Laufenbacherhof;53533;RP
Laufenburg;79725;BW
Laufersweiler;55487;RP
Lauffen;74348;BW
Laufmühle;94526;BY
Laufzorn;82041;BY
Laugna;86502;BY
Lauingen;89415;BY
Laumersheim;67229;RP
Lauperath;54649;RP
Laupheim;88471;BW
Laurenburg;56379;RP
Lauscha;98724;TH
Lauschgrün;8491;SN
Lauschied;55568;RP
Lausitz;4924;BB
Lausnitz;7387;TH
Lausnitz;7806;TH
Laußig;4838;SN
Laußnitz;1936;SN
Lauta;2991;SN
Lautenbach;77794;BW
Lautenbachhof;75385;BW
Lauter;8312;SN
Lauter;83362;BY
Lauter;96169;BY
Lauterach;89584;BW
Lauterbach;36341;HE
Lauterbach;78730;BW
Lauterbach;99826;TH
Lauterecken;67742;RP
Lauterhofen;92283;BY
Lautersheim;67308;RP
Lauterstein;73111;BW
Lautert;56355;RP
Lautertal;36369;HE
Lautertal;64686;HE
Lautertal;96486;BY
Lautrach;87763;BY
Lautzenbrücken;56472;RP
Lautzenhausen;55483;RP
Lawalde;2708;SN
Lawalde-Kleindehsa;2708;SN
Lawalde-Lauba;2708;SN
Lawitz;15898;BB
Läwitz;7937;TH
Lebach;66822;SL
Lebecksmühle;66904;RP
Lebehn;17322;MV
Lebendorf;6420;ST
Lebien;6922;ST
Lebrade;24306;SH
Lebus;15326;BB
Lebusa;4936;BB
Lechbruck;86983;BY
Lechenbach;57537;RP
Leck;25917;SH
Leddin;16845;BB
Lederhose;7589;TH
Leegebruch;16767;BB
Leer;26789;NI
Leese;31633;NI
Leeskow;15868;BB
Leest;14476;BB
Leetza;6895;ST
Leezdorf;26529;NI
Leezen;19067;MV
Leezen;23816;SH
Legau;87764;BY
Legde;19336;BB
Legden;48739;NW
Legefeld;99438;TH
Lehe;25774;SH
Lehe;26892;NI
Lehen in Surberg;83364;BY
Lehenfeld;71732;BW
Leherfeld;25776;SH
Lehermann;83739;BY
Lehesten;7349;TH
Lehesten;7778;TH
Lehma;4617;TH
Lehmberg;94526;BY
Lehmen;56332;RP
Lehmkuhlen;24211;SH
Lehmrade;23883;SH
Lehmsiek;24361;SH
Lehner;83714;BY
Lehnin;14797;BB
Lehnitz;16565;BB
Lehnsdorf;14823;BB
Lehnstedt;99441;TH
Lehrberg;91611;BY
Lehre;38165;NI
Lehrensteinsfeld;74251;BW
Lehrte;31275;NI
Lehsen;19243;MV
Leibchel;15913;BB
Leibertingen;88637;BW
Leiblfing;94339;BY
Leibsch;15910;BB
Leichlingen;42799;NW
Leidenborn;54619;RP
Leidersbach;63849;BY
Leienkaul;56759;RP
Leiferde;38542;NI
Leimbach;6268;ST
Leimbach;36433;TH
Leimbach;53518;RP
Leimbach;54673;RP
Leimbach;99735;TH
Leimen;66978;RP
Leimen;69181;BW
Leimersheim;76774;RP
Leina;99880;TH
Leinach;97274;BY
Leinburg;91227;BY
Leinefelde;37327;TH
Leinfelden-Echterdingen;70771;BW
Leingarten;74211;BW
Leinhäusle;73568;BW
Leiningen;7985;TH
Leiningen;56291;RP
Leiningerhof;67822;RP
Leinsweiler;76829;RP
Leinzell;73575;BW
Leipa;6917;ST
Leipe;3226;BB
Leipheim;89340;BY
Leipnitz;4668;SN
Leippen;1665;SN
Leippe-Torno;2991;SN
Leipzig;4103;SN
Leipzig;4105;SN
Leipzig;4107;SN
Leipzig;4109;SN
Leipzig;4129;SN
Leipzig;4155;SN
Leipzig;4157;SN
Leipzig;4158;SN
Leipzig;4159;SN
Leipzig;4177;SN
Leipzig;4178;SN
Leipzig;4179;SN
Leipzig;4205;SN
Leipzig;4207;SN
Leipzig;4209;SN
Leipzig;4229;SN
Leipzig;4249;SN
Leipzig;4275;SN
Leipzig;4277;SN
Leipzig;4279;SN
Leipzig;4288;SN
Leipzig;4289;SN
Leipzig;4299;SN
Leipzig;4315;SN
Leipzig;4316;SN
Leipzig;4317;SN
Leipzig;4318;SN
Leipzig;4319;SN
Leipzig;4328;SN
Leipzig;4329;SN
Leipzig;4347;SN
Leipzig;4349;SN
Leipzig;4356;SN
Leipzig;4357;SN
Leisel;55767;RP
Leislau;6618;ST
Leisnig;4703;SN
Leißling;6667;ST
Leisterförde;19258;MV
Leiten;85304;BY
Leiteneck;83552;BY
Leithof;67292;RP
Leitlitz;7937;TH
Leitzkau;39279;ST
Leitzweiler;55779;RP
Leiwen;54340;RP
Leizen;17209;MV
Lelkendorf;17168;MV
Lemberg;66969;RP
Lembruch;49459;NI
Lemförde;49448;NI
Lemgo;32657;NW
Lemgow;29485;NI
Lemnitz;7819;TH
Lemwerder;27809;NI
Lengdorf;84435;BY
Lengede;38268;NI
Lengefeld;6528;ST
Lengefeld;9514;SN
Lengefeld;99976;TH
Lengenbostel;27419;NI
Lengenfeld;8485;SN
Lengenfeld unterm Stein;99976;TH
Lengenwang;87663;BY
Lengerich;49525;NW
Lengerich;49838;NI
Lengersau;88167;BY
Lengfeld;98660;TH
Lenggries;83661;BY
Lenne;37627;NI
Lennestadt;57368;NW
Lennewitz;19336;BB
Lenningen;73252;BW
Lensahn;23738;SH
Lenschow;19374;MV
Lenterode;37318;TH
Lentföhrden;24632;SH
Lenting;85101;BY
Lentzke;16833;BB
Lenzen;19309;BB
Lenzen;19406;MV
Lenzersilge;19348;BB
Lenzkirch;79853;BW
Leonberg;71229;BW
Leonberg;95666;BY
Leopoldshagen;17375;MV
Leopoldshöhe;33818;NW
Leppin;19376;MV
Leppin;39615;ST
Leps;39264;ST
Lerchen;83364;BY
Leschen;4720;SN
Letschin;15324;BB
Lettweiler;67823;RP
Letzlingen;39638;ST
Leuben-Schleinitz;1623;SN
Leubetha;8626;SN
Leubingen;99610;TH
Leubnitz;8412;SN
Leubnitz;8539;SN
Leubsdorf;7819;TH
Leubsdorf;9573;SN
Leubsdorf;53547;RP
Leuchtenberg;92705;BY
Leuenberg;16259;BB
Leun;35638;HE
Leuna;6237;ST
Leupahn;9306;SN
Leupoldsgrün;95191;BY
Leussow;19288;MV
Leutenbach;71397;BW
Leutenbach;91359;BY
Leutenberg;7338;TH
Leutenhain;9306;SN
Leutenthal;99439;TH
Leuterod;56244;RP
Leutersdorf;2794;SN
Leutersdorf;98617;TH
Leutershausen;91578;BY
Leutesdorf;56599;RP
Leutewitz;1594;SN
Leuthen;3058;BB
Leutkirch;88299;BW
Leutnitz;7422;TH
Levenhagen;17498;MV
Levensau;24161;SH
Levenstorf;17192;MV
Leverkusen;51371;NW
Leverkusen;51373;NW
Leverkusen;51375;NW
Leverkusen;51377;NW
Leverkusen;51379;NW
Leverkusen;51381;NW
Levetzow;23970;MV
Levitzow;17168;MV
Lexgaard;25923;SH
Lexow;17213;MV
Libbenichen;15306;BB
Libbesdorf;6386;ST
Libehna;6369;ST
Lich;35423;HE
Lichte;98739;TH
Lichtenau;8318;SN
Lichtenau;9244;SN
Lichtenau;33165;NW
Lichtenau;77839;BW
Lichtenau;91586;BY
Lichtenau;97840;BY
Lichtenberg;1896;SN
Lichtenberg;9638;SN
Lichtenberg;16818;BB
Lichtenberg;17259;MV
Lichtenberg;91807;BY
Lichtenberg;95192;BY
Lichtenborn;54619;RP
Lichtenbrunn;7366;TH
Lichtenfels;35104;HE
Lichtenfels;96215;BY
Lichtenhain;1855;SN
Lichtenhain b Gräfenthal;98743;TH
Lichtenhain Bergbahn;98744;TH
Lichtenow;15345;BB
Lichtensee;1609;SN
Lichtenstein;9350;SN
Lichtenstein;72805;BW
Lichtentanne;7338;TH
Lichtentanne;8115;SN
Lichtenwald;73669;BW
Lichterfeld;3238;BB
Lichterfelde;14913;BB
Lichterfelde;16230;BB
Lichterfelde;39615;ST
Liebenau;1778;SN
Liebenau;31618;NI
Liebenau;34396;HE
Liebenburg;38704;NI
Liebengrün;7368;TH
Liebenhof;15377;BB
Liebenscheid;56479;RP
Liebenstein;99330;TH
Liebenthal;16559;BB
Liebenthal;16909;BB
Liebenwalde;16559;BB
Lieberose;15868;BB
Lieblingshof;18196;MV
Liebschütz;7368;TH
Liebschützberg;4758;SN
Liebshausen;55494;RP
Liebstadt;1825;SN
Liebstedt;99510;TH
Liederbach;65835;HE
Liedersdorf;6528;ST
Lieg;56290;RP
Liega;1561;SN
Liegau-Augustusbad;1465;SN
Lienen;49536;NW
Liepe;14715;BB
Liepe;14913;BB
Liepe;16248;BB
Liepe;19294;MV
Liepen;17391;MV
Liepgarten;17375;MV
Lierfeld;54597;RP
Lierschied;56357;RP
Liesenich;56858;RP
Lieser;54470;RP
Lieshöfe;72419;BW
Lieskau;3130;BB
Lieskau;3238;BB
Lieskau;6120;ST
Ließem;54636;RP
Ließen;14913;BB
Liessow;18299;MV
Liesten;29416;ST
Lieth;25770;SH
Lietzen;15306;BB
Lietzow;14641;BB
Lietzow;18528;MV
Lilienthal;28865;NI
Limbach;8491;SN
Limbach;55606;RP
Limbach;57629;RP
Limbach;74838;BW
Limbach-Oberfrohna;9212;SN
Limburg;65549;HE
Limburg;65550;HE
Limburg;65551;HE
Limburg;65552;HE
Limburg;65553;HE
Limburg;65554;HE
Limburg;65555;HE
Limburg;65556;HE
Limburgerhof;67117;RP
Limeshain;63694;HE
Limsdorf;15864;BB
Linau;22959;SH
Lind;53506;RP
Lind;56729;RP
Linda;6928;ST
Linda;7580;TH
Linda;7819;TH
Lindach;83552;BY
Lindau;24214;SH
Lindau;39264;ST
Lindau;88131;BY
Lindberg;94227;BY
Lindchen;3103;BB
Lindemannsruhe;67098;RP
Linden;25791;SH
Linden;35440;HE
Linden;57629;RP
Linden;66851;RP
